y_logits,y_probs,y_pred,y_test
-1.4070003,0.19670762,0.0,0
0.8120741,0.6925513,1.0,1
-1.4224867,0.19427204,0.0,0
-1.108956,0.24806559,0.0,0
-1.2820444,0.21720243,0.0,0
-1.5008035,0.18230572,0.0,0
0.48539788,0.6190217,1.0,0
-1.2913525,0.21562399,0.0,0
1.3877757,0.8002369,1.0,0
-1.0013452,0.26867703,0.0,1
0.010709189,0.50267726,1.0,0
-1.3988235,0.19800287,0.0,0
-0.625696,0.3484871,0.0,0
-1.1845554,0.23423412,0.0,0
-1.1225355,0.24554129,0.0,0
-1.1697336,0.23690313,0.0,1
-1.23301,0.22565502,0.0,0
-1.1987479,0.23169804,0.0,0
-1.0379857,0.26153883,0.0,0
-0.5367941,0.36893368,0.0,0
-1.3491794,0.20600456,0.0,0
-0.42229572,0.39596754,0.0,0
-1.395576,0.19851908,0.0,1
-0.4422671,0.39120087,0.0,0
-1.3190019,0.2109844,0.0,0
-1.4610155,0.18831207,0.0,0
0.18132746,0.54520804,1.0,0
-1.4680735,0.18723562,0.0,0
-1.1235037,0.24536198,0.0,0
-1.4789864,0.18558058,0.0,0
-1.4873245,0.18432364,0.0,0
0.7352671,0.67596006,1.0,0
0.23134488,0.55757964,1.0,0
-1.1131154,0.24729052,0.0,0
-0.3159258,0.42166895,0.0,1
1.0970117,0.7496998,1.0,0
-0.51473325,0.37408462,0.0,0
-1.3982495,0.19809404,0.0,0
-1.4627384,0.18804885,0.0,0
-1.427843,0.193435,0.0,0
-1.1963404,0.23212686,0.0,0
1.0961844,0.7495445,1.0,0
0.7488866,0.67893606,1.0,0
-0.75428027,0.31988937,0.0,0
-0.60542697,0.3531031,0.0,0
-1.3431501,0.2069925,0.0,0
-1.245581,0.22346602,0.0,0
0.21614772,0.5538275,1.0,0
-0.1680027,0.45809785,0.0,0
-1.5082736,0.18119478,0.0,0
-1.170184,0.23682173,0.0,0
-1.4068283,0.1967348,0.0,0
-1.4228013,0.19422281,0.0,0
-0.15013298,0.4625371,0.0,1
-1.2410381,0.22425534,0.0,0
-0.62488854,0.34867045,0.0,0
-1.48848,0.18415,0.0,0
-0.7972895,0.31060562,0.0,0
0.8918153,0.7092647,1.0,0
-0.8270099,0.30427766,0.0,1
-0.6044532,0.35332552,0.0,0
-1.415997,0.1952899,0.0,0
-1.0920137,0.25123927,0.0,0
-0.7053722,0.33062223,0.0,0
-0.9259385,0.28374943,0.0,0
0.5022098,0.6229785,1.0,0
-1.541329,0.17634216,0.0,0
1.0179502,0.7345731,1.0,0
-1.3490604,0.20602404,0.0,0
-1.5916854,0.16914691,0.0,0
-1.5509125,0.17495452,0.0,0
0.15432708,0.5385054,1.0,0
0.11943889,0.52982426,1.0,0
4.3413544,0.98714846,1.0,1
-1.2937436,0.21521984,0.0,0
-1.503269,0.18193847,0.0,0
0.60937476,0.6477982,1.0,0
-1.594523,0.1687485,0.0,0
-0.17165059,0.4571924,0.0,0
-1.5949844,0.16868378,0.0,0
-1.5188732,0.17962751,0.0,0
-1.3804156,0.20094226,0.0,0
0.08533527,0.5213209,1.0,0
-1.5700184,0.17221378,0.0,0
-0.9007057,0.2889055,0.0,0
0.7227404,0.67321014,1.0,0
-0.48090798,0.38203776,0.0,0
-0.9255347,0.2838315,0.0,0
-0.8047527,0.3090098,0.0,0
-0.6502791,0.34292662,0.0,0
0.29439837,0.5730726,1.0,0
-1.5910567,0.16923527,0.0,0
-1.5621794,0.17333414,0.0,0
-1.3102632,0.21244282,0.0,0
-0.013014954,0.49674627,0.0,0
0.6626452,0.65985435,1.0,0
-1.4211131,0.19448712,0.0,0
-1.5385337,0.17674854,0.0,0
0.10044893,0.5250911,1.0,0
-1.4904385,0.18385592,0.0,0
0.02455201,0.5061377,1.0,0
-1.5298858,0.1780104,0.0,0
-1.232983,0.22565976,0.0,0
-1.409019,0.19638884,0.0,0
0.53387696,0.63038695,1.0,0
-0.4584163,0.3873616,0.0,1
0.6597625,0.65920705,1.0,0
-1.2269832,0.22670987,0.0,0
-0.11658826,0.4708859,0.0,0
0.069106355,0.51726973,1.0,0
-1.3004607,0.21408749,0.0,0
-1.3729092,0.20215023,0.0,0
-1.4923525,0.1835689,0.0,0
-0.76409364,0.31775814,0.0,0
-1.4962788,0.1829812,0.0,0
-1.4890461,0.18406494,0.0,0
-1.5016971,0.18217255,0.0,0
-1.4757009,0.18607765,0.0,0
-1.4485627,0.19022286,0.0,0
-1.2573631,0.22142816,0.0,0
-1.2941157,0.21515699,0.0,0
-1.3616484,0.20397252,0.0,0
-0.57044196,0.36113486,0.0,0
-1.474752,0.18622142,0.0,0
0.7848189,0.6867178,1.0,0
-0.47048467,0.38450152,0.0,0
-1.3708,0.20249061,0.0,0
-1.4743297,0.1862854,0.0,0
-1.283642,0.21693091,0.0,0
-1.3442845,0.20680635,0.0,0
-1.2493558,0.22281167,0.0,0
0.6865806,0.66520584,1.0,0
-1.3431818,0.20698729,0.0,0
-1.3414358,0.20727405,0.0,0
-1.4404641,0.19147348,0.0,0
0.11438035,0.528564,1.0,0
-1.5038418,0.18185325,0.0,0
-0.5977029,0.3548694,0.0,0
-1.2152522,0.22877304,0.0,0
-1.4470447,0.1904568,0.0,0
-1.3934581,0.19885625,0.0,0
-1.4385452,0.19177073,0.0,0
-1.3930684,0.19891834,0.0,0
-0.79687756,0.31069383,0.0,0
-1.1620657,0.23829214,0.0,0
0.18882725,0.54706705,1.0,0
-0.23406336,0.44174984,0.0,1
-0.38946998,0.4038449,0.0,0
-1.473001,0.18648691,0.0,0
1.0945011,0.74922836,1.0,0
-1.3874757,0.19981104,0.0,0
-1.3893801,0.19950674,0.0,0
-0.81132305,0.30760863,0.0,0
-1.4853754,0.18461686,0.0,0
0.9184833,0.714733,1.0,0
-1.3600069,0.20423917,0.0,0
-1.2037866,0.23080228,0.0,0
-0.84691167,0.3000811,0.0,0
-1.5286072,0.17819756,0.0,0
-1.284172,0.2168409,0.0,0
-0.6597631,0.34079283,0.0,0
1.2196622,0.77200407,1.0,0
-1.5280057,0.17828566,0.0,0
0.93490887,0.71807015,1.0,0
-0.7765769,0.3150581,0.0,0
-0.27944413,0.4305901,0.0,0
-0.60070497,0.35418242,0.0,0
-1.2011887,0.23126383,0.0,0
0.052109018,0.5130243,1.0,0
4.3372903,0.9870968,1.0,1
-1.4448361,0.19079757,0.0,0
-1.4873571,0.18431874,0.0,0
-0.97386223,0.27411133,0.0,0
0.96109784,0.7233416,1.0,0
-1.5941641,0.16879883,0.0,0
0.83263457,0.69691175,1.0,0
-1.5437322,0.17599338,0.0,0
-1.4203407,0.1946082,0.0,0
0.51353663,0.6256352,1.0,0
-0.2780155,0.4309404,0.0,0
-1.5075293,0.18130524,0.0,0
1.9955783,0.880332,1.0,0
1.6210455,0.83493924,1.0,1
-1.5370159,0.1769695,0.0,0
4.3364396,0.987086,1.0,1
-1.1664374,0.23749956,0.0,0
-1.2656039,0.22001073,0.0,0
-1.2255274,0.22696519,0.0,0
-0.67048204,0.3383889,0.0,0
-0.4373454,0.39237368,0.0,0
-1.599505,0.16805081,0.0,0
-0.73137164,0.3248938,0.0,0
-0.7317564,0.32480943,0.0,0
-1.0700892,0.2553861,0.0,0
0.6804098,0.66383016,1.0,0
-0.37809289,0.40658697,0.0,0
-1.0354611,0.26202676,0.0,0
-1.6555529,0.16035987,0.0,0
-0.1409966,0.46480915,0.0,0
-0.95133656,0.2786161,0.0,0
-1.4055231,0.19694114,0.0,0
-1.4965382,0.18294242,0.0,0
1.2056398,0.76952654,1.0,0
-0.2020683,0.44965413,0.0,0
0.8975632,0.7104485,1.0,0
-0.28378025,0.42952725,0.0,0
-1.2941087,0.21515818,0.0,0
-1.5168244,0.17992963,0.0,0
-0.9451387,0.27986354,0.0,0
-1.022411,0.26455802,0.0,0
0.05110417,0.5127733,1.0,1
-1.4480474,0.19030225,0.0,0
2.3586695,0.9136208,1.0,0
0.73344994,0.6755619,1.0,0
-1.4466304,0.1905207,0.0,0
1.39643,0.8016168,1.0,0
-0.6742505,0.33754572,0.0,0
-1.6093422,0.16667995,0.0,0
-0.8070834,0.30851233,0.0,0
-1.5398957,0.17655045,0.0,0
4.3409157,0.98714286,1.0,1
-1.3063018,0.21310633,0.0,0
0.28488135,0.57074255,1.0,1
-1.0898383,0.25164872,0.0,0
0.9937548,0.7298289,1.0,0
-1.4470754,0.19045208,0.0,0
-1.3336295,0.20855963,0.0,0
-0.38257173,0.40550676,0.0,0
0.53098077,0.62971187,1.0,0
-1.1473947,0.24096529,0.0,0
-1.2510848,0.22251242,0.0,0
-1.4808953,0.18529224,0.0,0
1.5087506,0.81887597,1.0,0
0.782996,0.68632543,1.0,0
0.12525217,0.5312722,1.0,0
-0.48129815,0.38194564,0.0,0
-1.3935357,0.19884388,0.0,0
-1.181575,0.23476915,0.0,0
0.26835486,0.56668895,1.0,0
-1.5182536,0.17971884,0.0,0
-1.5080957,0.18122117,0.0,0
-1.434987,0.19232285,0.0,0
1.1425953,0.7581558,1.0,0
-0.110506095,0.47240153,0.0,0
0.06638348,0.51658976,1.0,0
-0.2786938,0.43077406,0.0,0
0.6407139,0.6549148,1.0,0
-1.4198767,0.19468091,0.0,0
-1.1336193,0.24349378,0.0,0
-0.056830764,0.48579612,0.0,0
