threshold,recall,precision,f2,TN(%),FP(%),FN(%),TP(%)
0.01,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.0199,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.0298,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.0397,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.0496,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.0595,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.0694,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.0793,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.0892,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.0991,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.109,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.1189,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.1288,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.1387,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.1486,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.1585,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.1684,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.1783,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.1882,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.1981,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.208,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.2179,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.2278,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.2377,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.2476,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.2575,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.2674,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.2773,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.2872,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.2971,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.307,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.3169,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.3268,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.3367,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.3466,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.3565,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.3664,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.3763,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.3862,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.3961,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.406,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.4159,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.4258,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.4357,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.4456,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.4555,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.4654,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.4753,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.4852,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.4951,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.5049,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.5148,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.5247,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.5346,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.5445,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.5544,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.5643,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.5742,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.5841,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.594,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.6039,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.6138,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.6237,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.6336,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.6435,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.6534,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.6633,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.6732,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.6831,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.693,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.7029,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.7128,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.7227,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.7326,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.7425,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.7524,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.7623,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.7722,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.7821,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.792,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.8019,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.8118,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.8217,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.8316,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.8415,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.8514,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.8613,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.8712,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.8811,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.891,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.9009,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.9108,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.9207,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.9306,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.9405,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.9504,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.9603,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.9702,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.9801,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
0.99,1.0,1.0,1.0,100.00%,0.00%,0.00%,100.00%
