threshold,recall,precision,f2,TN(%),FP(%),FN(%),TP(%)
0.109,0.9066,0.5141,0.7866,78.58%,21.42%,9.34%,90.66%
0.1189,0.8964,0.5287,0.7869,80.02%,19.98%,10.36%,89.64%
0.1288,0.8939,0.5402,0.7904,80.98%,19.02%,10.61%,89.39%
0.1387,0.8913,0.5532,0.7942,82.00%,18.00%,10.87%,89.13%
0.1486,0.8836,0.5655,0.7943,83.02%,16.98%,11.64%,88.36%
0.1585,0.8785,0.5763,0.7951,83.86%,16.14%,12.15%,87.85%
0.1684,0.8734,0.5843,0.7947,84.46%,15.54%,12.66%,87.34%
0.1783,0.8632,0.5911,0.7904,85.07%,14.93%,13.68%,86.32%
0.1882,0.8593,0.6032,0.7921,85.87%,14.13%,14.07%,85.93%
0.1981,0.8542,0.6123,0.7917,86.48%,13.52%,14.58%,85.42%
0.208,0.8491,0.6206,0.7909,87.02%,12.98%,15.09%,84.91%
0.2179,0.8465,0.6305,0.7922,87.60%,12.40%,15.35%,84.65%
0.2278,0.844,0.6377,0.7927,88.01%,11.99%,15.60%,84.40%
0.2377,0.8414,0.6445,0.793,88.40%,11.60%,15.86%,84.14%
0.2476,0.8389,0.656,0.7946,89.00%,11.00%,16.11%,83.89%
0.2575,0.8376,0.6636,0.7959,89.39%,10.61%,16.24%,83.76%
0.2674,0.835,0.6732,0.7967,89.87%,10.13%,16.50%,83.50%
0.2773,0.8312,0.6828,0.7966,90.35%,9.65%,16.88%,83.12%
0.2872,0.8286,0.6894,0.7965,90.66%,9.34%,17.14%,82.86%
0.2971,0.8248,0.6935,0.7947,90.89%,9.11%,17.52%,82.48%
0.307,0.8223,0.7012,0.7948,91.24%,8.76%,17.77%,82.23%
0.3169,0.8171,0.7084,0.7928,91.59%,8.41%,18.29%,81.71%
0.3268,0.8171,0.7172,0.795,91.94%,8.06%,18.29%,81.71%
0.3367,0.8171,0.7237,0.7966,92.20%,7.80%,18.29%,81.71%
0.3466,0.8133,0.7269,0.7944,92.36%,7.64%,18.67%,81.33%
0.3565,0.8107,0.7296,0.7931,92.49%,7.51%,18.93%,81.07%
0.3664,0.8082,0.7357,0.7926,92.74%,7.26%,19.18%,80.82%
0.3763,0.8056,0.7438,0.7925,93.06%,6.94%,19.44%,80.56%
0.3862,0.7992,0.7503,0.7889,93.35%,6.65%,20.08%,79.92%
0.3961,0.7967,0.7561,0.7882,93.57%,6.43%,20.33%,79.67%
0.406,0.7928,0.7579,0.7856,93.67%,6.33%,20.72%,79.28%
0.4159,0.7903,0.7639,0.7849,93.89%,6.11%,20.97%,79.03%
0.4258,0.7877,0.7662,0.7833,93.99%,6.01%,21.23%,78.77%
0.4357,0.7852,0.7723,0.7826,94.21%,5.79%,21.48%,78.52%
0.4456,0.7813,0.7764,0.7803,94.37%,5.63%,21.87%,78.13%
0.4555,0.7801,0.7791,0.7799,94.47%,5.53%,21.99%,78.01%
0.4654,0.7762,0.7842,0.7778,94.66%,5.34%,22.38%,77.62%
0.4753,0.7749,0.7891,0.7777,94.82%,5.18%,22.51%,77.49%
0.4852,0.7737,0.7929,0.7774,94.95%,5.05%,22.63%,77.37%
0.4951,0.7724,0.7968,0.7771,95.08%,4.92%,22.76%,77.24%
0.5049,0.7698,0.8016,0.776,95.24%,4.76%,23.02%,76.98%
0.5148,0.7685,0.81,0.7765,95.49%,4.51%,23.15%,76.85%
0.5247,0.766,0.8161,0.7755,95.68%,4.32%,23.40%,76.60%
0.5346,0.7647,0.8214,0.7754,95.84%,4.16%,23.53%,76.47%
0.5445,0.7609,0.8287,0.7735,96.07%,3.93%,23.91%,76.09%
0.5544,0.7596,0.8343,0.7734,96.23%,3.77%,24.04%,75.96%
0.5643,0.7532,0.8366,0.7685,96.32%,3.68%,24.68%,75.32%
0.5742,0.7506,0.841,0.7671,96.45%,3.55%,24.94%,75.06%
0.5841,0.7506,0.8458,0.7679,96.58%,3.42%,24.94%,75.06%
0.594,0.7506,0.8495,0.7685,96.68%,3.32%,24.94%,75.06%
0.6039,0.7455,0.8499,0.7643,96.71%,3.29%,25.45%,74.55%
0.6138,0.7442,0.8546,0.764,96.84%,3.16%,25.58%,74.42%
0.6237,0.7404,0.8629,0.762,97.06%,2.94%,25.96%,74.04%
0.6336,0.7366,0.8636,0.7589,97.09%,2.91%,26.34%,73.66%
0.6435,0.7366,0.8649,0.7591,97.12%,2.88%,26.34%,73.66%
0.6534,0.7315,0.868,0.7552,97.22%,2.78%,26.85%,73.15%
0.6633,0.7289,0.8689,0.7532,97.25%,2.75%,27.11%,72.89%
0.6732,0.7225,0.8706,0.7479,97.31%,2.69%,27.75%,72.25%
0.6831,0.7212,0.8717,0.747,97.35%,2.65%,27.88%,72.12%
0.693,0.7136,0.8705,0.7402,97.35%,2.65%,28.64%,71.36%
0.7029,0.7123,0.8744,0.7397,97.44%,2.56%,28.77%,71.23%
0.7128,0.7059,0.8804,0.735,97.60%,2.40%,29.41%,70.59%
0.7227,0.7008,0.8853,0.7313,97.73%,2.27%,29.92%,70.08%
0.7326,0.6969,0.8891,0.7284,97.83%,2.17%,30.31%,69.69%
0.7425,0.6944,0.8916,0.7265,97.89%,2.11%,30.56%,69.44%
0.7524,0.6918,0.8942,0.7246,97.95%,2.05%,30.82%,69.18%
0.7623,0.6905,0.8955,0.7237,97.99%,2.01%,30.95%,69.05%
0.7722,0.688,0.9027,0.7223,98.15%,1.85%,31.20%,68.80%
0.7821,0.6829,0.9036,0.7179,98.18%,1.82%,31.71%,68.29%
0.792,0.6765,0.9043,0.7124,98.21%,1.79%,32.35%,67.65%
0.8019,0.6726,0.9116,0.7099,98.37%,1.63%,32.74%,67.26%
0.8118,0.6701,0.9129,0.7077,98.40%,1.60%,32.99%,67.01%
0.8217,0.6675,0.9158,0.7058,98.47%,1.53%,33.25%,66.75%
0.8316,0.6611,0.9183,0.7004,98.53%,1.47%,33.89%,66.11%
0.8415,0.6547,0.9242,0.6953,98.66%,1.34%,34.53%,65.47%
0.8514,0.6432,0.9298,0.6855,98.79%,1.21%,35.68%,64.32%
0.8613,0.6304,0.9319,0.674,98.85%,1.15%,36.96%,63.04%
0.8712,0.6253,0.935,0.6697,98.91%,1.09%,37.47%,62.53%
0.8811,0.6151,0.9395,0.6607,99.01%,0.99%,38.49%,61.51%
0.891,0.6023,0.9401,0.6489,99.04%,0.96%,39.77%,60.23%
0.9009,0.5857,0.9443,0.6338,99.14%,0.86%,41.43%,58.57%
0.9108,0.5716,0.9511,0.6212,99.26%,0.74%,42.84%,57.16%
0.9207,0.5588,0.9562,0.6095,99.36%,0.64%,44.12%,55.88%
