y_logits,y_probs,y_pred,y_test
-0.67219496,0.33800554,0.0,1
-1.2293705,0.22629163,0.0,0
-0.97805077,0.2732787,0.0,0
-0.7778685,0.31477946,0.0,0
-1.1635466,0.23802345,0.0,0
-1.018985,0.26522514,0.0,0
-0.40801078,0.3993892,0.0,0
-1.3018476,0.21385424,0.0,0
-0.04071727,0.4898221,0.0,0
0.11947834,0.5298341,1.0,0
0.0073507903,0.5018377,1.0,0
-1.1344514,0.24334055,0.0,0
-1.3258984,0.20983863,0.0,1
-0.5193715,0.3729992,0.0,0
-1.2366446,0.22502059,0.0,0
-0.5593454,0.36369893,0.0,0
-1.188191,0.23358263,0.0,0
-1.1703964,0.23678333,0.0,0
-0.8625126,0.29681465,0.0,0
-1.3182214,0.21111433,0.0,0
-1.2555292,0.22174448,0.0,0
0.51215917,0.62531245,1.0,0
-1.205437,0.23050943,0.0,0
-0.45467028,0.38825095,0.0,0
0.32642886,0.58089024,1.0,0
0.14585708,0.5363998,1.0,0
-1.197962,0.23183797,0.0,0
0.16904095,0.5421599,1.0,0
-0.33573857,0.416845,0.0,0
-1.1122596,0.24744987,0.0,0
-0.8924253,0.2906096,0.0,1
-1.1581534,0.23900299,0.0,0
-1.0367042,0.26178643,0.0,0
-0.49305114,0.37917507,0.0,0
-1.1924514,0.23282081,0.0,0
-1.1631104,0.23810257,0.0,0
4.2810984,0.98636115,1.0,0
-1.1130986,0.24729365,0.0,0
-0.84384525,0.30072555,0.0,0
-1.1716487,0.2365571,0.0,0
-1.2712299,0.21904679,0.0,0
-0.16151021,0.45971,0.0,0
-0.89269125,0.29055476,0.0,0
-0.26795295,0.4334097,0.0,0
-0.65510684,0.34183964,0.0,0
-1.2419604,0.22409493,0.0,0
-0.20720501,0.44838333,0.0,0
-0.8713998,0.29496312,0.0,0
-1.0618252,0.2569608,0.0,0
-0.69314903,0.3333329,0.0,0
-1.0360589,0.26191115,0.0,0
-1.2081501,0.23002851,0.0,0
-0.99565816,0.26979592,0.0,0
-0.18900312,0.45288938,0.0,0
1.4855071,0.815403,1.0,0
-1.0150336,0.26599592,0.0,0
-0.99661446,0.26960757,0.0,1
0.48639727,0.61925733,1.0,0
-1.2888227,0.21605216,0.0,0
-0.5056912,0.37620416,0.0,0
-0.29991832,0.42557743,0.0,0
-1.1373645,0.24280456,0.0,0
-0.02778726,0.49305367,0.0,0
-0.18963511,0.4527328,0.0,0
-0.95976555,0.27692515,0.0,0
-1.1346973,0.24329528,0.0,0
-1.2928334,0.2153736,0.0,0
0.70919144,0.6702225,1.0,0
-1.0067731,0.26761183,0.0,0
-1.0622069,0.25688794,0.0,0
0.02511692,0.5062789,1.0,0
-0.55309737,0.3651461,0.0,0
-0.62050796,0.34966594,0.0,0
-0.48121962,0.38196415,0.0,0
-0.6180882,0.35021636,0.0,0
0.35379735,0.5875381,1.0,0
0.3515119,0.58698416,1.0,0
-1.1737422,0.23617922,0.0,0
-0.6900849,0.33401418,0.0,0
-1.1395097,0.2424104,0.0,0
0.56162447,0.6368283,1.0,0
-1.3142971,0.21176867,0.0,0
-0.9880465,0.2712981,0.0,0
-0.811804,0.3075062,0.0,1
-0.3986149,0.40164515,0.0,0
-1.0704106,0.255325,0.0,0
-0.7630543,0.3179835,0.0,0
-0.3599232,0.41097814,0.0,0
-0.9858682,0.27172896,0.0,0
-1.0619301,0.25694078,0.0,0
-0.74746656,0.32137358,0.0,0
-0.9952431,0.26987773,0.0,0
0.1426587,0.5356043,1.0,0
-1.0053096,0.26789877,0.0,0
-0.46334288,0.38619307,0.0,0
0.031487014,0.5078711,1.0,0
-1.0531788,0.25861517,0.0,0
-1.1798915,0.23507173,0.0,0
-0.6414747,0.34491327,0.0,0
-1.2918193,0.21554503,0.0,0
0.07925267,0.5198028,1.0,0
-1.2949207,0.2150211,0.0,0
0.32337436,0.5801464,1.0,0
0.279206,0.56935155,1.0,0
-0.70214605,0.3313366,0.0,0
-1.2013981,0.23122658,0.0,1
-1.2659408,0.21995291,0.0,0
-0.043713387,0.48907337,0.0,0
0.6015203,0.646004,1.0,0
-1.0806507,0.2533829,0.0,0
-1.2240155,0.2272306,0.0,0
-0.9690717,0.27506557,0.0,0
-1.2881739,0.21616206,0.0,0
-1.3055733,0.21322852,0.0,0
-0.7228757,0.32676005,0.0,0
-0.57033014,0.36116067,0.0,0
-1.1829922,0.23451461,0.0,0
0.8823688,0.7073128,1.0,1
-1.2982631,0.2144575,0.0,0
-0.69414175,0.33311236,0.0,0
-1.1173645,0.24650046,0.0,0
-1.1802763,0.23500253,0.0,0
0.27876136,0.5692425,1.0,0
-1.2687746,0.21946709,0.0,0
-0.67921686,0.33643612,0.0,0
-1.2581185,0.22129796,0.0,0
-0.7324909,0.32464835,0.0,0
-0.007763398,0.49805915,0.0,0
-0.99314976,0.27029037,0.0,0
-0.83892226,0.3017618,0.0,0
-1.0427449,0.2606207,0.0,0
-1.0889281,0.25182018,0.0,0
0.38664266,0.59547424,1.0,0
-0.17509776,0.45633706,0.0,0
-1.0304937,0.2629884,0.0,0
-0.8753841,0.2941352,0.0,0
-0.98956823,0.27099738,0.0,0
-0.9056564,0.28788948,0.0,0
-1.1074342,0.24834955,0.0,0
0.6549007,0.658114,1.0,0
4.2830706,0.9863876,1.0,1
-1.0099176,0.266996,0.0,0
0.61503214,0.64908785,1.0,1
0.03792938,0.5094812,1.0,0
-0.80275226,0.3094371,0.0,0
-0.41330108,0.39812082,0.0,0
0.30964375,0.5767983,1.0,0
-0.3560841,0.41190782,0.0,0
-1.1694903,0.2369471,0.0,0
-0.2725141,0.43229,0.0,0
-1.0717682,0.25506696,0.0,0
-1.0993652,0.24985884,0.0,0
-0.8019222,0.3096145,0.0,0
-0.7732971,0.3157663,0.0,0
