y_logits,y_probs,y_pred,y_test
-0.097663224,0.47560355,0.0,0
-0.9729822,0.27428648,0.0,0
2.9949684,0.95234627,1.0,0
-1.1349069,0.2432567,0.0,0
0.38021815,0.5939257,0.0,0
2.9904778,0.9521421,1.0,0
2.537316,0.9267168,1.0,0
-1.1805124,0.23496006,0.0,1
2.9804146,0.9516814,1.0,0
-0.27732334,0.4311101,0.0,0
2.3181772,0.9103713,1.0,0
0.19545536,0.54870886,0.0,0
2.5663834,0.9286665,1.0,0
0.45160675,0.6110212,0.0,0
2.121864,0.89301014,1.0,0
0.65526766,0.6581965,0.0,0
2.100941,0.8909946,1.0,0
2.258995,0.90542364,1.0,0
0.000999406,0.50024986,0.0,0
1.8830525,0.86796135,1.0,0
-0.9818835,0.27251822,0.0,0
2.248889,0.9045546,1.0,0
-0.9453404,0.2798229,0.0,0
2.1015701,0.8910557,1.0,0
-1.1821934,0.23465803,0.0,0
2.1685238,0.89738715,1.0,0
2.6008143,0.9309139,1.0,0
1.107613,0.75168383,1.0,0
1.411887,0.80406344,1.0,0
2.4568934,0.92106414,1.0,0
-0.7560891,0.31949598,0.0,0
2.4211802,0.9184282,1.0,0
1.7812117,0.85584646,1.0,0
0.57524544,0.6399727,0.0,0
2.3091795,0.9096345,1.0,0
0.11414568,0.52850544,0.0,0
0.504402,0.62349325,0.0,0
2.977806,0.95156133,1.0,0
0.20702843,0.55157304,0.0,0
0.042497635,0.5106228,0.0,0
-0.6648854,0.33964303,0.0,0
0.93460536,0.7180087,0.0,0
2.1844935,0.8988483,1.0,0
-1.2311985,0.22597171,0.0,0
-0.3489323,0.41364136,0.0,0
-0.8501297,0.29940566,0.0,0
-1.0836055,0.2528243,0.0,0
0.043894246,0.51097184,0.0,0
-1.2382568,0.22473955,0.0,0
0.17366888,0.54330844,0.0,0
0.13990735,0.5349199,0.0,0
1.5132124,0.8195368,1.0,0
-0.6338674,0.34663415,0.0,0
1.7368919,0.85029185,1.0,0
-0.35812366,0.41141385,0.0,0
0.20762937,0.5517217,0.0,0
-1.1721421,0.236468,0.0,0
1.2293122,0.77369815,1.0,1
1.6446751,0.83817005,1.0,0
-1.1607782,0.23852591,0.0,0
-0.70845336,0.32994068,0.0,0
-0.88103074,0.29296425,0.0,0
0.66732574,0.66090405,0.0,0
1.3052379,0.7867152,1.0,0
-1.0455513,0.2600803,0.0,0
-1.1399386,0.24233164,0.0,0
0.9683982,0.7248001,0.0,0
2.4877365,0.9232776,1.0,0
2.697655,0.93688816,1.0,0
0.2729348,0.5678132,0.0,0
0.55543935,0.63539666,0.0,0
2.2044709,0.90065026,1.0,0
1.2101276,0.77032155,1.0,0
1.3136215,0.7881186,1.0,0
0.3868124,0.59551513,0.0,0
2.2393084,0.90372425,1.0,1
1.7515495,0.8521482,1.0,0
-0.45576465,0.387991,0.0,0
1.8232319,0.86095345,1.0,0
-0.8393716,0.30166715,0.0,0
2.9804516,0.9516831,1.0,0
-1.1352425,0.24319492,0.0,0
1.5186638,0.8203416,1.0,0
2.168597,0.8973938,1.0,0
2.504745,0.9244738,1.0,0
