y_logits,y_probs,y_pred,y_test
1.8486927,0.86397356,1.0,0
1.8533933,0.864525,1.0,1
1.8673589,0.8661524,1.0,0
1.8423135,0.8632221,1.0,0
1.8802469,0.8676394,1.0,0
1.842071,0.86319345,1.0,0
1.8522136,0.86438686,1.0,0
1.8349243,0.86234736,1.0,0
1.844597,0.8634915,1.0,1
1.878262,0.8674114,1.0,0
1.8982296,0.869691,1.0,0
1.8621509,0.8655474,1.0,0
1.8724678,0.8667436,1.0,0
1.8852193,0.8682095,1.0,0
1.8478814,0.8638782,1.0,0
1.8444821,0.86347795,1.0,0
1.8597443,0.8652671,1.0,0
1.8433104,0.8633398,1.0,0
1.8607094,0.8653796,1.0,0
1.8504224,0.8641767,1.0,0
1.8856466,0.86825836,1.0,0
1.8348119,0.86233395,1.0,0
1.875927,0.86714256,1.0,0
1.8377569,0.8626832,1.0,0
1.9376109,0.8740894,1.0,1
1.8301257,0.86177665,1.0,0
1.8598176,0.8652757,1.0,0
1.8610951,0.8654245,1.0,0
1.8697631,0.8664309,1.0,0
1.8975239,0.869611,1.0,0
1.8282647,0.86155486,1.0,0
1.8548641,0.86469716,1.0,0
1.91624,0.8717186,1.0,0
1.8329618,0.8621142,1.0,0
1.8240523,0.8610517,1.0,0
1.8438699,0.86340576,1.0,0
1.8143944,0.85989213,1.0,0
1.8552681,0.8647445,1.0,0
1.8271843,0.86142594,1.0,0
1.8254534,0.86121917,1.0,0
1.8367357,0.8625622,1.0,0
1.8387324,0.8627987,1.0,0
1.8214961,0.8607456,1.0,0
1.8362827,0.8625085,1.0,0
1.8519077,0.8643509,1.0,0
1.8143449,0.8598862,1.0,0
1.8183699,0.8603704,1.0,0
1.8444698,0.86347646,1.0,0
1.8226342,0.8608819,1.0,0
1.8267117,0.8613695,1.0,0
1.8315865,0.86195064,1.0,0
1.8369043,0.86258215,1.0,0
1.8481472,0.8639094,1.0,0
1.8090769,0.8592503,1.0,0
1.8656502,0.86595416,1.0,0
1.8361044,0.8624874,1.0,0
1.8442479,0.8634503,1.0,0
1.8497585,0.8640987,1.0,0
1.8180368,0.86033034,1.0,0
1.8141029,0.859857,1.0,0
1.8191298,0.86046165,1.0,0
1.8513985,0.8642912,1.0,0
1.8231992,0.8609496,1.0,0
1.81517,0.8599856,1.0,0
1.8868299,0.86839366,1.0,0
1.8467107,0.8637404,1.0,0
1.8631461,0.86566323,1.0,0
1.813217,0.8597502,1.0,0
1.8295377,0.8617066,1.0,0
1.8525393,0.86442494,1.0,0
1.8459566,0.86365163,1.0,0
1.9283113,0.87306243,1.0,0
1.8620443,0.865535,1.0,0
1.8331411,0.8621355,1.0,1
1.8422139,0.8632103,1.0,0
1.8606728,0.8653754,1.0,0
1.8105345,0.85942644,1.0,0
1.8560312,0.86483365,1.0,0
1.8380789,0.8627213,1.0,0
1.8289262,0.8616338,1.0,1
1.8299581,0.86175674,1.0,0
1.8224276,0.8608572,1.0,0
1.8210028,0.8606864,1.0,0
1.8547175,0.86468005,1.0,0
1.8558687,0.86481464,1.0,0
1.8820581,0.8678473,1.0,0
1.8368244,0.8625727,1.0,0
1.8345821,0.86230665,1.0,0
1.8218144,0.8607837,1.0,0
1.8317894,0.8619747,1.0,0
1.8349586,0.86235136,1.0,0
1.8508892,0.8642314,1.0,0
1.8369347,0.8625858,1.0,0
1.8307325,0.861849,1.0,0
1.859841,0.8652784,1.0,0
1.8269583,0.86139894,1.0,0
1.8658905,0.86598206,1.0,0
1.8156543,0.8600438,1.0,0
1.8743713,0.86696327,1.0,0
1.8404825,0.8630058,1.0,0
1.8264887,0.8613429,1.0,0
1.8465028,0.86371595,1.0,0
1.8251327,0.8611809,1.0,0
1.8324523,0.8620536,1.0,0
1.8075454,0.859065,1.0,1
1.9216945,0.87232727,1.0,1
1.8572233,0.86497295,1.0,0
1.8595009,0.8652387,1.0,0
1.8472062,0.86379874,1.0,0
1.8838394,0.86805147,1.0,0
1.8607875,0.8653887,1.0,0
1.8524536,0.8644149,1.0,0
1.8328829,0.8621048,1.0,0
1.8790784,0.8675052,1.0,0
1.833118,0.8621328,1.0,0
1.8289495,0.8616365,1.0,0
1.8222274,0.8608332,1.0,0
1.8545325,0.8646584,1.0,0
1.8706052,0.8665283,1.0,0
1.8439951,0.86342055,1.0,0
1.8338767,0.8622229,1.0,0
1.8316993,0.86196405,1.0,0
1.8800614,0.8676182,1.0,0
1.8618045,0.8655072,1.0,0
1.8409609,0.86306226,1.0,0
1.8817272,0.86780936,1.0,0
1.8343996,0.862285,1.0,0
1.8972397,0.8695788,1.0,1
1.8318233,0.8619788,1.0,0
1.888114,0.8685403,1.0,0
1.8613735,0.865457,1.0,1
1.8669701,0.86610734,1.0,0
1.8442937,0.8634557,1.0,0
1.8548107,0.86469096,1.0,0
1.9067581,0.87065446,1.0,0
1.8296899,0.8617248,1.0,0
1.8513359,0.86428386,1.0,1
1.83332,0.8621568,1.0,0
1.8281524,0.8615415,1.0,0
1.8435372,0.8633665,1.0,0
1.8540856,0.8646061,1.0,0
1.8381151,0.8627256,1.0,0
1.888643,0.8686007,1.0,1
1.854115,0.86460954,1.0,0
1.8794756,0.8675509,1.0,0
1.905365,0.8704975,1.0,0
1.8371146,0.86260706,1.0,0
