y_logits,y_probs,y_pred,y_test
-1.9296827,0.1267857,0.0,0
-0.9616746,0.27654305,0.0,0
-1.9803352,0.12128311,0.0,0
-1.1558324,0.23942538,0.0,0
-0.53788865,0.36867887,0.0,0
-0.92160743,0.28463048,0.0,0
-1.833353,0.13783932,0.0,0
-2.0024173,0.11894935,0.0,0
-0.744758,0.32196456,0.0,0
-0.91451687,0.28607643,0.0,0
0.9718643,0.7254909,1.0,0
-0.7567642,0.3193492,0.0,0
-1.0291189,0.26325497,0.0,0
-2.0036066,0.11882477,0.0,0
-1.1693541,0.23697177,0.0,0
0.24118069,0.5600046,1.0,0
-2.0037878,0.1188058,0.0,0
-1.6667683,0.15885553,0.0,0
-1.899949,0.13011426,0.0,0
0.7905218,0.68794334,1.0,1
4.4929276,0.988936,1.0,1
0.07699808,0.51924,1.0,0
-0.8236146,0.30499694,0.0,1
-1.4300781,0.1930865,0.0,0
-1.9542296,0.12409289,0.0,0
-1.4631255,0.18798976,0.0,0
-2.004312,0.11875094,0.0,0
0.8283408,0.69600403,1.0,0
-0.44079652,0.39155117,0.0,0
-1.8913623,0.13108923,0.0,0
2.0898712,0.88991475,1.0,0
-1.8042551,0.14133388,0.0,0
0.4550908,0.61184895,1.0,0
-0.95774186,0.27733055,0.0,0
-1.9824111,0.12106205,0.0,0
1.68118,0.84306073,1.0,0
-1.6857554,0.15633486,0.0,0
-1.5281457,0.17826515,0.0,0
2.7869477,0.94196635,1.0,1
-1.9996172,0.119243115,0.0,0
-1.9101728,0.12896144,0.0,0
-1.9129617,0.12864849,0.0,0
2.2405818,0.90383506,1.0,1
2.735817,0.9391073,1.0,0
0.24547485,0.5610624,1.0,0
-0.9634761,0.27618274,0.0,0
4.4936614,0.98894393,1.0,1
1.3928674,0.80104965,1.0,1
3.0757875,0.95588285,1.0,0
2.1760347,0.89807665,1.0,0
-0.1494295,0.46271202,0.0,0
-1.9455287,0.12504172,0.0,0
3.3795674,0.96705985,1.0,1
1.285067,0.78331107,1.0,0
-0.89234453,0.29062626,0.0,1
1.1603647,0.761399,1.0,0
-1.9733803,0.12202627,0.0,0
3.2839863,0.96387535,1.0,0
-1.612838,0.16619496,0.0,0
-1.1431289,0.24174635,0.0,0
-2.003261,0.11886095,0.0,0
-1.8840778,0.13192119,0.0,0
-0.50449115,0.3764858,0.0,0
-0.37807292,0.40659177,0.0,0
-1.0547303,0.2583178,0.0,0
-1.9988484,0.11932388,0.0,0
-1.8921366,0.13100104,0.0,0
0.9068326,0.71235156,1.0,0
-0.70326984,0.33108768,0.0,0
-0.2578025,0.435904,0.0,0
-1.0984628,0.250028,0.0,0
-1.8340926,0.13775145,0.0,0
-1.9060956,0.12942012,0.0,0
-2.002975,0.11889091,0.0,0
-1.6142654,0.16599725,0.0,0
1.4629525,0.8119838,1.0,0
2.6764128,0.9356204,1.0,0
-1.3820257,0.20068386,0.0,0
-1.9134109,0.12859814,0.0,0
2.0846949,0.8894067,1.0,0
2.1933498,0.89965075,1.0,0
-1.9558617,0.1239156,0.0,0
-1.9963285,0.11958895,0.0,0
-1.2255902,0.22695419,0.0,0
-1.6086117,0.16678146,0.0,0
1.9186661,0.8719896,1.0,0
1.4186453,0.80512595,1.0,0
-0.80320543,0.30934027,0.0,0
-0.8250519,0.30469236,0.0,0
-1.9494078,0.12461794,0.0,0
-1.9958115,0.11964339,0.0,0
-1.5343968,0.1773513,0.0,0
2.2690005,0.90627694,1.0,0
1.2560534,0.77834594,1.0,0
-1.9313658,0.12659948,0.0,0
-1.6777062,0.15739943,0.0,0
-1.9875554,0.12051573,0.0,0
4.4935455,0.98894274,1.0,1
-1.9976183,0.11945321,0.0,0
4.491822,0.98892385,1.0,1
-1.7942176,0.14255641,0.0,0
1.3253913,0.7900773,1.0,0
3.2158377,0.96142596,1.0,1
-1.9835294,0.12094311,0.0,0
-1.8772105,0.13270961,0.0,0
-1.6186746,0.16538773,0.0,0
-0.7951757,0.31105843,0.0,0
-0.83794105,0.3019686,0.0,0
1.875374,0.86707884,1.0,0
1.5124141,0.81941867,1.0,0
-1.9024478,0.12983169,0.0,0
0.9265406,0.7163729,1.0,0
-1.9618819,0.12326353,0.0,0
-1.7975199,0.14215323,0.0,0
-1.9642903,0.12300349,0.0,0
-2.00905,0.118256,0.0,0
0.2547356,0.56334174,1.0,0
-1.9470477,0.12487564,0.0,0
-1.954508,0.12406265,0.0,0
-1.9996974,0.119234696,0.0,0
-1.6976273,0.15477541,0.0,0
-2.011814,0.117968075,0.0,0
0.4252297,0.604734,1.0,0
-1.7833728,0.14388716,0.0,0
1.0063047,0.73229635,1.0,0
4.4992824,0.98900527,1.0,1
-1.9321642,0.12651123,0.0,0
-1.9150803,0.12841119,0.0,0
-1.8572873,0.13501956,0.0,0
-0.4800351,0.38224384,0.0,0
-1.8625656,0.13440429,0.0,0
1.5169702,0.82009184,1.0,0
-1.9238629,0.12743142,0.0,0
-1.9779679,0.12153563,0.0,0
-2.0001214,0.119190186,0.0,0
-1.9078394,0.12922378,0.0,0
3.1846633,0.960253,1.0,0
-0.24181855,0.43983823,0.0,0
4.4875617,0.9888771,1.0,1
0.4245869,0.60458034,1.0,0
-1.8644453,0.13418576,0.0,0
