y_logits,y_probs,y_pred,y_test
1.1865394,0.76612157,1.0,0
-3.6050436,0.026466725,0.0,0
-3.816299,0.021535138,0.0,0
-1.6889898,0.15590873,0.0,0
0.6445009,0.6557702,1.0,0
-3.2751849,0.036432374,0.0,0
-3.9001834,0.019836739,0.0,0
-3.3915195,0.032561556,0.0,0
1.7461832,0.85147077,1.0,0
0.58588713,0.64242095,1.0,0
-3.6050224,0.026467273,0.0,0
-2.7708051,0.05892235,0.0,0
3.3055873,0.96461993,1.0,0
-3.3145304,0.035076063,0.0,0
4.3882465,0.98772997,1.0,0
-3.54288,0.02811648,0.0,0
-2.5649111,0.07143111,0.0,0
-3.8320723,0.02120527,0.0,0
-3.3834283,0.0328174,0.0,0
-3.443011,0.030977968,0.0,1
-3.0553098,0.04498879,0.0,1
4.341045,0.98714453,1.0,0
-4.093416,0.01640842,0.0,0
-3.7314692,0.023397073,0.0,0
-3.6656666,0.024948742,0.0,0
-0.1061439,0.47348893,0.0,0
-4.0494103,0.01713396,0.0,0
-3.8180277,0.021498742,0.0,0
-4.10679,0.016193965,0.0,0
-1.8908707,0.13114522,0.0,0
-4.074497,0.016716566,0.0,0
-4.0953298,0.016377565,0.0,0
-2.0532439,0.113725014,0.0,0
-2.0109098,0.11806222,0.0,0
-2.6906273,0.06352869,0.0,0
-3.3913798,0.032565955,0.0,0
-3.8092525,0.02168412,0.0,0
-0.48298085,0.3815485,0.0,0
-0.59478736,0.35553718,0.0,0
-3.7281904,0.023472112,0.0,0
-2.2347229,0.09667541,0.0,0
-2.758041,0.05963413,0.0,0
-2.2682545,0.093786456,0.0,0
-1.6268913,0.16425668,0.0,0
3.6410253,0.97444475,1.0,0
-1.8815638,0.13220936,0.0,0
-0.7302596,0.32513776,0.0,1
-3.827975,0.021290477,0.0,0
4.0797534,0.98336965,1.0,1
-1.8411225,0.13691859,0.0,0
-3.1488671,0.04113594,0.0,0
1.0758255,0.74570316,1.0,0
-1.3968726,0.19831285,0.0,0
-3.3157716,0.035034075,0.0,0
-2.3599455,0.08627849,0.0,0
-3.4884233,0.029643424,0.0,0
-3.2393284,0.037712257,0.0,0
-1.353657,0.20527314,0.0,0
-3.9862332,0.018230988,0.0,0
-1.4941273,0.18330306,0.0,0
-2.0184479,0.117279574,0.0,0
-0.361645,0.4105614,0.0,0
3.2148945,0.9613909,1.0,1
-2.7603872,0.059502695,0.0,0
1.7125242,0.84716344,1.0,0
-3.2133408,0.038666762,0.0,0
3.9389126,0.98090243,1.0,0
-3.2751174,0.036434744,0.0,1
2.1598973,0.89659,1.0,0
4.2647476,0.9861394,1.0,0
-1.4783456,0.18567744,0.0,0
-4.1135073,0.016087295,0.0,0
-2.2265582,0.09739078,0.0,0
-1.8290876,0.138347,0.0,0
3.9547765,0.9811974,1.0,1
-1.9004934,0.13005264,0.0,0
-0.30427232,0.42451343,0.0,0
-3.732891,0.023364605,0.0,0
-3.310107,0.035226084,0.0,0
-3.643919,0.025483284,0.0,0
-4.0409975,0.017276213,0.0,0
-1.3795377,0.20108326,0.0,0
-3.6493948,0.025347652,0.0,0
-3.929041,0.019283362,0.0,0
-1.932191,0.12650827,0.0,0
-1.7337092,0.15011375,0.0,0
-4.1240053,0.015921969,0.0,0
-1.8401965,0.13702807,0.0,0
-3.0761838,0.04410041,0.0,0
-3.7979205,0.021925824,0.0,0
-3.9027786,0.019786343,0.0,0
1.0442474,0.7396687,1.0,0
-2.0976913,0.109321415,0.0,0
-2.0932708,0.10975259,0.0,0
-4.230638,0.014334638,0.0,0
1.7760546,0.855209,1.0,0
-3.5773616,0.027189419,0.0,0
-3.4675255,0.030250486,0.0,0
-3.2416947,0.037626475,0.0,0
-3.067127,0.04448379,0.0,0
-3.8388562,0.02106492,0.0,0
-4.0113473,0.017786877,0.0,0
3.4210632,0.9683564,1.0,1
-3.670527,0.024830779,0.0,0
-0.27490175,0.4317041,0.0,0
-4.1014547,0.016279187,0.0,0
-2.4632437,0.078475446,0.0,0
-2.8833256,0.052984018,0.0,0
-3.8905947,0.020024035,0.0,0
-0.13155124,0.46715954,0.0,0
-0.893128,0.29046476,0.0,0
-2.746327,0.060294423,0.0,0
-2.360895,0.08620368,0.0,0
-1.3685452,0.202855,0.0,0
-3.7642064,0.022660598,0.0,0
-4.143777,0.015615127,0.0,0
-1.3636175,0.20365298,0.0,0
-4.047482,0.017166466,0.0,0
-1.5172634,0.17986485,0.0,0
0.16971126,0.5423263,1.0,0
-1.0629333,0.25674927,0.0,0
-2.7213607,0.061724614,0.0,0
2.7491684,0.93986636,1.0,0
1.2288513,0.77361745,1.0,0
-0.08706774,0.4782468,0.0,0
-3.5572565,0.027726287,0.0,0
-2.6167061,0.06807095,0.0,0
-2.3613267,0.08616967,0.0,0
-3.9530842,0.018833883,0.0,0
-1.0147007,0.26606092,0.0,0
-3.2331362,0.037937615,0.0,0
-2.2827337,0.092563085,0.0,0
-3.6988156,0.024154924,0.0,0
-3.6379163,0.025632776,0.0,0
4.3815265,0.98764825,1.0,1
-1.8054868,0.14118446,0.0,0
-4.074392,0.016718298,0.0,0
2.8508441,0.94536227,1.0,0
-1.3478272,0.20622581,0.0,0
-2.342709,0.08764704,0.0,0
-3.9116063,0.019615855,0.0,0
-3.602373,0.02653563,0.0,0
-1.650184,0.16108407,0.0,0
-2.9078584,0.05176646,0.0,0
-2.9425719,0.050088763,0.0,0
-3.821157,0.02143301,0.0,0
4.464237,0.9886176,1.0,1
-3.925111,0.019357823,0.0,0
-3.8437893,0.020963432,0.0,0
-3.9624681,0.018661257,0.0,0
-3.6805527,0.02458917,0.0,0
-3.478864,0.029919636,0.0,0
-1.9484018,0.124727726,0.0,0
-1.1938789,0.23256592,0.0,0
2.7572203,0.9403198,1.0,1
-2.7911203,0.05780591,0.0,0
-3.3626032,0.033484872,0.0,0
-1.08202,0.25312394,0.0,1
-1.0337082,0.26236582,0.0,1
-3.4571493,0.030556368,0.0,0
-1.1875627,0.23369512,0.0,0
-3.1617205,0.040631935,0.0,0
-0.5601006,0.36352417,0.0,0
-3.873314,0.020365966,0.0,0
-2.9122205,0.051552754,0.0,0
-2.7636752,0.05931896,0.0,0
-3.5711823,0.027353339,0.0,0
-2.0003338,0.11916787,0.0,0
-3.7567446,0.022826444,0.0,0
-1.4101351,0.19621274,0.0,0
-1.7641354,0.14627317,0.0,0
1.2858529,0.7834444,1.0,0
-3.3974123,0.032376435,0.0,0
-3.3926105,0.032527205,0.0,0
0.9178008,0.71459377,1.0,0
-3.4395022,0.03108347,0.0,0
-1.8688027,0.13368031,0.0,0
-3.5853856,0.026977984,0.0,0
1.3786534,0.7987746,1.0,0
3.9611244,0.9813141,1.0,1
-1.1107426,0.24773248,0.0,0
-4.019487,0.017645232,0.0,0
-3.7750943,0.022420712,0.0,0
-3.082262,0.043844886,0.0,0
-3.5048046,0.029175835,0.0,0
-0.97624177,0.27363813,0.0,0
-0.8209256,0.30556723,0.0,0
-2.2514203,0.095227025,0.0,0
-3.4459846,0.030888831,0.0,0
-4.0188684,0.017655956,0.0,0
-3.3351257,0.034385633,0.0,0
0.104512334,0.52610433,1.0,0
-1.8303704,0.13819414,0.0,0
-1.2970829,0.21465637,0.0,0
-3.9341836,0.019186346,0.0,0
-0.9561793,0.2776438,0.0,0
0.43239972,0.60644656,1.0,0
-3.84513,0.020935936,0.0,0
0.15080541,0.5376301,1.0,0
4.276878,0.9863042,1.0,0
-3.468769,0.030214027,0.0,0
-3.2835085,0.0361413,0.0,0
-1.7391183,0.14942496,0.0,1
1.0018489,0.73142195,1.0,0
-2.8958716,0.052358024,0.0,0
-0.92830306,0.2832691,0.0,0
-3.9182732,0.019488053,0.0,0
-0.9399874,0.2809029,0.0,0
0.7970687,0.6893471,1.0,0
-3.5088897,0.02906035,0.0,0
-3.9981127,0.018019576,0.0,0
4.494577,0.98895395,1.0,1
-3.7824197,0.022260712,0.0,0
-2.1321476,0.10601129,0.0,0
0.92600924,0.71626496,1.0,1
-4.055663,0.017028978,0.0,0
-1.7782048,0.14452495,0.0,0
-3.5142152,0.02891046,0.0,0
-2.266853,0.09390563,0.0,0
-3.490159,0.029593538,0.0,0
-4.16171,0.015341855,0.0,0
