threshold,recall,precision,f2,TN(%),FP(%),FN(%),TP(%)
0.0694,0.9604,0.5137,0.8181,61.02%,38.98%,3.96%,96.04%
0.0793,0.9578,0.5278,0.8236,63.27%,36.73%,4.22%,95.78%
0.0892,0.9476,0.537,0.8219,64.97%,35.03%,5.24%,94.76%
0.0991,0.9412,0.546,0.8222,66.45%,33.55%,5.88%,94.12%
0.109,0.9361,0.5575,0.8241,68.15%,31.85%,6.39%,93.61%
0.1189,0.9309,0.5773,0.8293,70.78%,29.22%,6.91%,93.09%
0.1288,0.9271,0.587,0.8309,72.04%,27.96%,7.29%,92.71%
0.1387,0.9207,0.596,0.8303,73.25%,26.75%,7.93%,92.07%
0.1486,0.9156,0.5997,0.8283,73.79%,26.21%,8.44%,91.56%
0.1585,0.9105,0.608,0.8281,74.84%,25.16%,8.95%,91.05%
0.1684,0.9092,0.6167,0.8304,75.77%,24.23%,9.08%,90.92%
0.1783,0.9066,0.6247,0.8316,76.64%,23.36%,9.34%,90.66%
0.1882,0.9015,0.6312,0.8304,77.41%,22.59%,9.85%,90.15%
0.1981,0.8977,0.6411,0.8312,78.45%,21.55%,10.23%,89.77%
0.208,0.8939,0.6466,0.8304,79.06%,20.94%,10.61%,89.39%
0.2179,0.89,0.6541,0.8302,79.82%,20.18%,11.00%,89.00%
0.2278,0.8887,0.6606,0.8313,80.43%,19.57%,11.13%,88.87%
0.2377,0.8875,0.6667,0.8323,80.98%,19.02%,11.25%,88.75%
0.2476,0.8849,0.6712,0.8319,81.41%,18.59%,11.51%,88.49%
0.2575,0.8798,0.6738,0.8291,81.74%,18.26%,12.02%,87.98%
0.2674,0.8747,0.6772,0.8265,82.13%,17.87%,12.53%,87.47%
0.2773,0.8708,0.6817,0.8251,82.57%,17.43%,12.92%,87.08%
0.2872,0.867,0.6848,0.8232,82.89%,17.11%,13.30%,86.70%
0.2971,0.8581,0.6868,0.8173,83.22%,16.78%,14.19%,85.81%
0.307,0.8542,0.6922,0.816,83.72%,16.28%,14.58%,85.42%
0.3169,0.8465,0.6983,0.8121,84.32%,15.68%,15.35%,84.65%
0.3268,0.8427,0.7018,0.8102,84.65%,15.35%,15.73%,84.27%
0.3367,0.8389,0.7084,0.8091,85.20%,14.80%,16.11%,83.89%
0.3466,0.8363,0.7163,0.8092,85.80%,14.20%,16.37%,83.63%
0.3565,0.8338,0.7196,0.8081,86.07%,13.93%,16.62%,83.38%
0.3664,0.8299,0.7276,0.8072,86.68%,13.32%,17.01%,82.99%
0.3763,0.8261,0.7366,0.8065,87.34%,12.66%,17.39%,82.61%
0.3862,0.8261,0.7391,0.8071,87.50%,12.50%,17.39%,82.61%
0.3961,0.8261,0.746,0.8087,87.94%,12.06%,17.39%,82.61%
0.406,0.8235,0.7488,0.8074,88.16%,11.84%,17.65%,82.35%
0.4159,0.821,0.7518,0.8061,88.38%,11.62%,17.90%,82.10%
0.4258,0.821,0.7562,0.8071,88.65%,11.35%,17.90%,82.10%
0.4357,0.8133,0.7608,0.8022,89.04%,10.96%,18.67%,81.33%
0.4456,0.812,0.7669,0.8026,89.42%,10.58%,18.80%,81.20%
0.4555,0.8056,0.7711,0.7985,89.75%,10.25%,19.44%,80.56%
0.4654,0.8043,0.7746,0.7982,89.97%,10.03%,19.57%,80.43%
0.4753,0.8005,0.7767,0.7956,90.13%,9.87%,19.95%,80.05%
0.4852,0.798,0.7829,0.7949,90.52%,9.48%,20.20%,79.80%
0.4951,0.7928,0.7848,0.7912,90.68%,9.32%,20.72%,79.28%
0.5049,0.7877,0.7908,0.7883,91.06%,8.94%,21.23%,78.77%
0.5148,0.7801,0.7943,0.7829,91.34%,8.66%,21.99%,78.01%
0.5247,0.7788,0.7982,0.7826,91.56%,8.44%,22.12%,77.88%
