y_logits,y_probs,y_pred,y_test
-2.2487392,0.09545827,0.0,0
-2.7713242,0.058893576,0.0,0
-1.3999212,0.19782862,0.0,0
0.99237657,0.7295571,1.0,0
-1.0785687,0.25377697,0.0,1
-2.7395701,0.0606784,0.0,0
-2.1909332,0.10056765,0.0,0
-2.3651981,0.085865304,0.0,0
-1.0726169,0.25490573,0.0,0
-2.6434135,0.066396125,0.0,0
-2.767541,0.05910361,0.0,0
-1.0088784,0.26719943,0.0,0
-1.1053866,0.24873197,0.0,0
5.7162232,0.9967187,1.0,0
-1.1498898,0.24050921,0.0,0
-0.47543615,0.3833304,1.0,0
-2.7288275,0.061293595,0.0,0
-1.2496092,0.22276779,0.0,0
-1.9375793,0.12591404,0.0,0
-2.6832104,0.06397137,0.0,0
-1.6308721,0.16371092,0.0,0
-2.425593,0.08124182,0.0,0
-2.5606184,0.07171636,0.0,0
-0.14708972,0.46329376,1.0,0
-2.4046774,0.08281672,0.0,0
-2.5758166,0.07071113,0.0,0
3.1481314,0.958835,1.0,1
-2.7045298,0.06270659,0.0,0
-0.55624,0.36441788,1.0,0
-2.7244825,0.06154406,0.0,1
1.279916,0.7824355,1.0,0
-0.23738226,0.44093156,1.0,0
-2.0017233,0.11902211,0.0,0
-2.170207,0.10245799,0.0,0
0.118284516,0.5295367,1.0,0
-2.7225761,0.061654262,0.0,0
-1.5173354,0.17985423,0.0,0
-1.9318033,0.1265511,0.0,0
-2.151669,0.10417537,0.0,0
-0.37503153,0.40732577,1.0,0
1.8922421,0.869011,1.0,1
-1.8981355,0.13031964,0.0,0
-1.4060001,0.1968657,0.0,0
-0.08471632,0.4788336,1.0,0
-1.2891278,0.21600047,0.0,0
-2.37389,0.08518551,0.0,0
-1.0064437,0.2676764,0.0,0
2.2529278,0.90490276,1.0,1
-1.2307713,0.22604647,0.0,0
-2.5492458,0.07247716,0.0,0
-2.5819087,0.07031186,0.0,0
-1.929732,0.12678026,0.0,0
-2.7755084,0.058662094,0.0,0
-2.586214,0.07003094,0.0,0
-1.4219856,0.1943505,0.0,0
5.675834,0.9965838,1.0,1
3.0292797,0.9538795,1.0,1
-0.5506882,0.36570475,1.0,0
-2.7549863,0.05980566,0.0,0
-2.5544367,0.07212899,0.0,0
-0.44190657,0.3912868,1.0,0
-1.962598,0.12318616,0.0,0
-1.0111228,0.26676017,0.0,0
-1.9394938,0.12570348,0.0,0
-1.09298,0.25105754,0.0,0
-2.716937,0.06198131,0.0,0
-0.9706172,0.2747575,0.0,0
-0.7426487,0.32242522,1.0,0
-2.039394,0.115128465,0.0,0
-1.0871953,0.25214678,0.0,0
-0.16396159,0.4591012,1.0,0
-1.584508,0.170158,0.0,0
-2.2029228,0.099488325,0.0,0
-1.8313714,0.13807498,0.0,0
-0.5600902,0.36352658,1.0,0
5.3328876,0.9951931,1.0,1
-1.765968,0.14604446,0.0,0
-1.9460012,0.124990046,0.0,0
-2.5946898,0.069480956,0.0,0
-2.6613889,0.065290526,0.0,0
5.6807647,0.9966007,1.0,1
3.3799586,0.96707225,1.0,1
-1.0209422,0.2648439,0.0,0
-2.5906386,0.069743335,0.0,0
-0.25823924,0.43579656,1.0,0
-2.5623212,0.07160309,0.0,0
-2.4356503,0.08049426,0.0,0
-2.5719914,0.0709629,0.0,0
-2.5983796,0.069242775,0.0,0
-0.3673483,0.4091819,1.0,0
-1.7272037,0.1509456,0.0,1
-2.5443726,0.07280545,0.0,0
-2.5984168,0.069240384,0.0,0
-2.611061,0.06842993,0.0,0
-0.5945354,0.3555949,1.0,0
-1.3752126,0.201779,0.0,0
-0.4570632,0.38768274,1.0,0
-0.8561528,0.29814377,0.0,0
2.359384,0.9136773,1.0,0
-0.25511155,0.4365658,1.0,0
-2.1189084,0.107272565,0.0,0
-2.3516808,0.08693227,0.0,0
-0.45915604,0.38718605,1.0,0
-1.8512748,0.1357233,0.0,0
-1.722747,0.15151769,0.0,0
-1.1135274,0.24721386,0.0,0
-0.3623563,0.41038927,1.0,0
0.00096178055,0.50024045,1.0,0
5.7183957,0.9967258,1.0,0
-2.5024776,0.075684674,0.0,0
-0.6700095,0.33849472,1.0,0
-1.0799001,0.2535249,0.0,0
-1.5724449,0.17186813,0.0,0
-2.6905503,0.06353327,0.0,0
-2.6664844,0.064980246,0.0,0
-2.6222172,0.06772217,0.0,0
-0.816887,0.30642486,1.0,0
0.032370776,0.508092,1.0,0
-1.7722074,0.14526804,0.0,0
-2.3642087,0.085943,0.0,0
-0.35568428,0.41200468,1.0,0
-2.4410925,0.08009238,0.0,0
-0.021182984,0.49470443,1.0,0
5.6845512,0.99661344,1.0,0
-2.2475452,0.09556142,0.0,0
-2.6847324,0.063880295,0.0,0
1.4289832,0.80674285,1.0,0
0.63898295,0.65452355,1.0,0
-1.8034371,0.14143318,0.0,0
-1.3114678,0.21224134,0.0,0
0.31866613,0.57899916,1.0,0
-2.6700792,0.06476217,0.0,0
-2.3727083,0.08527764,0.0,0
3.1143694,0.95748156,1.0,0
-0.7344416,0.3242208,1.0,0
0.69792044,0.6677266,1.0,0
4.808013,0.99190205,1.0,0
-0.085234314,0.47870433,1.0,0
1.7892532,0.85683566,1.0,1
5.143304,0.9941955,1.0,0
-1.5893941,0.16946916,0.0,0
-0.438717,0.39204672,1.0,0
-2.6253767,0.067522965,0.0,0
-1.297188,0.21463865,0.0,1
-1.6481411,0.16136034,0.0,0
-0.58131444,0.35863018,1.0,0
5.6947913,0.9966478,1.0,0
-2.0658946,0.11245615,0.0,0
-0.4233538,0.39571452,1.0,0
-1.2582539,0.22127463,0.0,0
-0.20193493,0.44968715,1.0,0
-0.4185936,0.39685333,1.0,0
5.595992,0.99630094,1.0,0
-0.6002817,0.35427922,1.0,0
